start	end	text
4856940	4857900	né?
4860060	4860860	Agora,
4860860	4861660	beleza,
4861660	4863020	o 6,
4863020	4863820	ele vai vir aqui,
4863820	4866380	e só tem o 3 no nosso índice,
4866380	4867100	ele vai ver,
4867100	4867980	já tem 3,
4867980	4868700	não.
4868700	4868940	Então,
4868940	4869900	ele faz ele comércia,
4869900	4871020	também, a contagem do 6.
4872060	4874380	O 5 já tem a nossa lista,
4874380	4875660	não.
4875660	4876860	Então, ele faz ele comércia,
4876860	4877900	a contagem do 5 também.
4878940	4881100	O 2 já tem a nossa lista,
4881100	4881820	não.
4881820	4882540	Então, ele comércia,
4882540	4884060	a contagem do 2 também.
4884060	4885660	O 2 vai ser que o 4,
4885660	4887100	né?
4887100	4887660	Porque ele foi o 4,
4887660	4888300	para esse,
4888300	4889580	então,
4889580	4890780	o 3 é o 0,
4890780	4891980	o 6 é 1,
4891980	4893580	o 5 é o 2,
4893580	4894540	o 2,
4894540	4895500	o 5 é o 2,
4895500	4896540	o 2 é o 3.
4896540	4897580	É isso.
4897580	4898700	Com fuso, mas não de um lugar.
4899660	4900780	E o que acontece?
4900780	4901580	Vai chegar no ponto,
4901580	4902540	que ele vai chegar no 6.
4903740	4904780	E é o que ele vai fazer?
4905900	4907100	O 6,
4907100	4909420	já existe na nossa lista de valores passados,
4910380	4910780	sim,
4910780	4911180	ou,
4911180	4911900	já tem o 6.
4913100	4915260	Ele vai chegar na contagem do 6,
4915260	4917260	aí, se ele vai chegar aqui na contação,
4917580	4919260	a primeira segunda ocorrência.
4919260	4920540	Vai ser o valor,
4920540	4921660	lembrem aqui do valor,
4921660	4923260	para a gente dar o print.
4925900	4927980	E o que vai ser o nosso índice?
4928700	4929660	Vai ser,
4929660	4931820	justamente a posição do 6.
4931820	4934220	A posição do 6 vai ser 1,
4934220	4936220	porque ele foi o segundo índice.
4937260	4937980	Então,
4937980	4938700	o que aconteceu?
4938700	4941340	Eles começam a contagem do 3.
4941340	4942540	É o primeiro, o 2,
4942540	4943180	o 6.
4944060	4945980	É o segundo índice 1,
4945980	4946780	o 5.
4946780	4948860	É o terceiro índice 2,
4948860	4949580	o 2.
4949580	4952060	É o quarto índice 2,
4952060	4953100	índice 3.
4953100	4953900	Desculpa.
4953900	4954460	O 6.
4955340	4958460	O 6 já está na nossa lista de valores passados.
4959660	4960300	O que eu vou fazer,
4960300	4961580	vou pegar o índice dele,
4961580	4963180	e vou somar muito se dele.
4963180	4963580	Então,
4964220	4966060	somar muitos que o pona contagem dele,
4966060	4966780	usa muito.
4966780	4967980	Então, ele agora, ele vai para 2.
4967980	4969420	Ele era muito com a igual a 2.
4969420	4970860	Como ele bate 2,
4970860	4973260	ele essa posição vai ser atingida,
4973260	4974380	porque ele vai conferir ainda,
4974380	4975820	naquela interação.
4975820	4976220	E aí,
4976220	4978620	esse substituíte o valor
4978620	4980700	pela primeira segunda corência,
4980700	4982700	e o índice pelo índice da segunda corência.
4982700	4983340	Então,
4983340	4985740	aqui a primeira segunda corência,
4985740	4987740	vai ser o 6.
4987740	4988700	Então,
4988700	4989820	não se preocupem,
4989820	4991580	esse é o desses comiam de complexidade
4991580	4992380	bem alto,
4992380	4994140	que a gente vem de uso for,
4994140	4995420	condicional,
4995420	4996060	então,
4996060	4997420	não se preocupem,
4998380	4999180	depois,
4999180	5000220	vem de vagássicos,
5000220	5000700	atirado,
5000700	5001500	o ouvido,
5001500	5002540	mas aí,
5002540	5003340	é aqui,
5003340	5004220	a gente pegar,
5004220	5005340	principalmente,
5005340	5006060	é,
5006620	5007820	as funções,
5007820	5008700	as manipulações,
5008700	5009260	o vífio,
5009260	5009660	o e-fio,
5009660	5010860	os como ele funciona,
5010860	5012460	os temos dedicados,
5012460	5013420	que são os índice,
5013420	5014300	os fold,
5014300	5014860	então,
5014860	5016060	a gente tem mais uma ideia de
5016060	5017420	um contexto geral de pânto.
5018540	5019260	E, para fechar,
5019260	5019900	hoje,
5021260	5022540	pois esse se o,
5022540	5024620	bem parecido com que vocês viram,
5024620	5025740	um projeto,
5025740	5026300	quem já fez,
5026300	5027100	para o jeito.
5027660	5028140	Mas,
5028140	5029660	vamos terminar aqui com o nosso,
5030460	5031100	existe,
5031100	5032940	parece um monstrão,
5033260	5034940	mas só cuidar do pessoal,
5034940	5035660	as resasso,
5035660	5036940	se aqui na verdade,
5036940	5038540	como se fosse uma polínea,
5038940	5039740	então aqui,
5039740	5040700	eu tenho,
5040700	5041980	se dá uns,
5041980	5043020	eu tenho,
5043020	5043500	primeiro,
5043500	5044540	o cpf,
5044940	5045660	com se fosse aqui,
5045660	5046940	minha condição de cpf,
5046940	5048140	é condinoso,
5048140	5048860	tem uma lista,
5048860	5050060	com o nome completo,
5050860	5051180	aqui,
5051180	5051980	humidade,
5051980	5052540	na idade,
5052540	5052860	humilo,
5052860	5053980	o valor inteiro,
5053980	5055580	saldo do ESS,
5055580	5055900	e aqui,
5055900	5056940	eu tenho como se fosse vários
5056940	5057900	da postos,
5057900	5058300	então,
5058300	5058860	bem aqui,
5058860	5059660	uma lista de vários
5059660	5060300	da postos,
5062060	5062700	e no final,
5062700	5064300	tem setores da gíblia,
5064300	5065580	aonde eles têm díblias,
5066300	5066540	então,
5066540	5067820	que uma lista de
5067820	5068860	strings,
5068860	5070540	com aonde eles têm a gíblia,
5071420	5071740	então,
5072700	5073580	é isso que a gente pega,
5073580	5074140	a gente vai caralhar
5074140	5074780	uma lista,
5074780	5075260	não foi um,
5075260	5076380	bem parecido com a planílio,
5076380	5077180	nada frame,
5077180	5077820	e,
5077820	5078380	então,
5078380	5079100	a gente tem,
5079100	5079980	cpf,
5079980	5080860	vamos completo,
5081260	5081820	idade,
5082620	5083660	faldo NSS,
5083660	5085020	e os setores da gíblia,
5085260	5085900	e aqui,
5085900	5086860	em estenho uma dos 3,
5086860	5089500	4, 6, 7, 8, 9 pessoas,
5090860	5092140	que ele peiu,
5092140	5093420	com o valor total,
5093420	5095260	o goçau de nos aposentados,
5095260	5096300	o valor total,
5096300	5097100	o saldo,
5097100	5098060	ele tá aqui,
5098060	5098460	no,
5099580	5100620	um de se treiz,
5100620	5101180	4,
5101900	5103180	o valor em se treiz,
5103180	5103900	zero,
5103900	5104140	um,
5104140	5104780	dois,
5104780	5105180	treiz,
5105180	5106380	essa lista aqui,
5106380	5107420	que eu vou querer fazer
5107420	5108620	nem nessa lista de hectáneo,
5108620	5109180	e se treiz,
5109180	5110460	eu vou crecer somada dentro dela,
5111340	5111900	então aqui,
5111900	5112540	eu vou começar
5112540	5114220	o total aposentados,
5114300	5114860	de novo,
5114860	5115980	do o saldo começa nos ael.
5117100	5118460	Pra cada cidade não,
5118460	5119340	em cidade não,
5120380	5121180	e aí eu vou,
5121180	5122380	primeiro navegar aqui,
5122380	5123260	eu tô aqui,
5123260	5123660	tô aqui,
5124460	5125180	dentro da aqui,
5125180	5126300	o que eu faço?
5126300	5127260	Eu quero acessar,
5128380	5129180	primeiro,
5129180	5130860	para ver se ele é aposentada,
5130860	5131820	e a idade,
5131820	5132860	aquele fala que a idade
5132860	5134140	para aposentadria se sentamos,
5134620	5135260	o do primeiro,
5135260	5136300	eu vou ter que fazer um ífio,
5137500	5137900	de novo,
5137900	5139580	lembre-se que é uma lista de uma lista,
5139580	5139900	então,
5139900	5141180	a lógica se manter é mesmo,
5141180	5142460	que eu quero zero,
5142460	5142780	um,
5142780	5143100	dois,
5143820	5145260	se o cidadão,
5145260	5145580	dois,
5146940	5148220	foi o maior do que a cccc,
5148220	5148700	então,
5148700	5150380	se o índice,
5150380	5152540	dois da lista do cidadão,
5152540	5153580	que é uma sublista,
5153580	5154460	disse da não,
5154780	5156700	foi o maior do que a ccccc,
5156940	5157740	faz seguinte,
5158860	5161180	somi o cidadão,
5161180	5161980	três,
5161980	5162940	e o que que é o cidadão,
5162940	5163420	três,
5163420	5164140	o saldo é ns,
5164140	5165660	é a lista de saldo é ns,
5166060	5167100	aqui a gente tá clicando,
5167100	5167420	somo,
5168140	5169740	dentro dessa lista completa.
5170540	5170780	Então,
5170780	5172140	ele só vai rodar isso aqui,
5172700	5173660	essa soma,
5173660	5174700	se o saldo,
5175580	5177900	de discumpleção vai rodar soma do saldo,
5177900	5179740	se de fato foi maior do que a ccccccc,
5180780	5181660	e essa é a lógica.
5184060	5184540	Agora,
5184540	5185020	sim,
5185020	5186060	dois mil e 48.
5186780	5187900	Se a gente confiria aqui,
5189820	5191580	a gente tem muitos valores negativos,
5191580	5191980	também,
5191980	5192540	então,
5193340	5195180	principalmente para os negativos são saques,
5195820	5196140	e aí,
5196140	5196380	aí,
5196380	5196540	aí,
5196540	5197260	pegou aqui,
5197260	5198060	Joseph,
5198060	5199020	ele só morro,
5199740	5200780	e pro David,
5200780	5201500	ele só morro,
5201580	5202380	então,
5202380	5203580	vai ser no fim de dia,
5203580	5204220	essa soma,
5204220	5204780	essa soma,
5204780	5205420	isso é aqui,
5205420	5206220	a soma de sequir,
5208620	5209900	com isso aqui,
5209900	5211100	a detalhe também,
5211100	5212460	o Michael também vai,
5212460	5214140	porque maior igual,
5214140	5215260	se eu deixar a soma,
5215260	5215420	ó,
5216380	5217660	o Michael vai embora,
5218300	5219020	porque,
5219020	5219580	se você sente,
5219580	5221420	não é maior que esse,
5221420	5221900	se você sente,
5221900	5222620	é igual,
5222620	5223340	você sente,
5223340	5224780	então tem deixar maior igual,
5224780	5225180	você sente,
5225900	5226220	aí,
5226220	5228220	pode ver se eu tirar aqui,
5228220	5229260	e,
5231100	5231340	mil,
5231340	5232140	tem decide,
5232140	5233260	porque o Michael,
5234060	5234780	não,
5234780	5235100	não,
5235100	5235180	não,
5235180	5235980	não soma mais a,
5236780	5237180	a,
5237180	5237980	a Renaudê-la.
5240460	5241180	E agora,
5241180	5242700	para a gente fechar hoje,
5242700	5243500	esse soma,
5245340	5246060	ele,
5246060	5248220	pediu agora o valor total da dívida,
5248220	5249260	considera que a dívida
5249260	5251100	são somentes valores negativos,
5251660	5251980	então,
5251980	5252780	o que a gente vai fazer,
5252780	5253500	vai ter aqui,
5254620	5255900	além da idade,
5255900	5256780	a gente vai ter que pegar
5256780	5257900	a segunda condição,
5258540	5260060	que a gente só vai querer somar,
5260380	5261340	se for negativo,
5262220	5262540	então,
5262540	5264140	vamos começar do mesmo jeito,
5264460	5265500	a gente deu total,
5265500	5266780	a igual a zero,
5266780	5268300	para cada cidadeão,
5268620	5270140	na lista de cidadãos,
5270140	5271100	então, de novo,
5271100	5271580	então, aqui,
5271580	5272380	começamos aqui,
5273340	5273820	então,
5273820	5274220	o indigo,
5274220	5274860	você vai fazer isso,
5274860	5275740	quando vou fazer um luto,
5276540	5278460	começa pelo primeiro a ir ter a saluto,
5278700	5279420	que você vai ser o anelho,
5279420	5280300	fica mais fácil de ver,
5281260	5281820	se,
5281820	5282700	cidadão 2,
5282700	5283260	zero,
5283260	5283740	um 2,
5283740	5284220	aqui,
5284220	5284380	ó,
5284380	5285580	a gente vai pegar a idade,
5285580	5285820	então,
5285820	5286460	lembre-se sempre,
5286460	5287580	a idade vai ser que,
5287820	5288460	então, zero,
5288460	5289340	o 2,
5289340	5290540	se cidadão 2,
5290540	5291900	como é o que você senta,
5291900	5292700	beleza,
5292700	5293580	vai aposentar,
5294700	5295340	e agora,
5296300	5297100	para a idade,
5297340	5298460	cidadão 3,
5298460	5298940	que eu tenho,
5298940	5300140	tem uma lista de díblas,
5300140	5300540	então,
5300540	5301340	que eu posso fazer,
5301340	5302300	posso fazer,
5302300	5303180	um golpe também,
5303740	5304140	então,
5304140	5304780	agora,
5304780	5305740	já que eu estou,
5305740	5307180	eu estou aqui dentro de novo,
5307180	5308300	ainda estou aqui dentro,
5308300	5309340	eu só fiz um filtro ali
5309340	5311180	para essa pessoa que chamar esses centantes,
5311180	5312380	se ela te me ama esses centantes,
5312380	5313580	vai rodar o que te vai embaixo,
5314300	5314700	e então,
5314700	5315180	agora,
5315180	5317340	aqui eu quero pegar cidadão 3,
5317340	5318140	só que agora,
5318140	5319340	eu vou abrir um novo golpe,
5319340	5319980	eu vou,
5319980	5321340	eu entrei primeiro a essa lista,
5321340	5321980	agora,
5321980	5322860	aqui,
5322860	5323980	primeiro a essa lista tem um
5323980	5324780	loz,
5324780	5326540	agora, eu vou entrar a lista em azul,
5326940	5327980	aqui,
5327980	5328780	então,
5328780	5330060	para cada díblencida,
5330060	5330620	dá um 3,
5330620	5330940	né,
5330940	5331260	aqui,
5331260	5332060	zero,
5332060	5332300	um,
5332300	5332380	um,
5332380	5332460	um,
5332460	5332620	um,
5332620	5332940	um,
5332940	5333180	um,
5333180	5334700	então para cada díblencida,
5334700	5335740	se essa díblencida,
5335740	5336460	foi o menor do que
5336460	5337500	zero,
5337500	5338620	aí sim,
5338620	5339980	só o menor total,
5341260	5341580	então,
5341580	5342540	aqui a gente foi no outro mim,
5342540	5343340	mas não,
5343340	5344460	pode usar oção,
5344940	5346700	na mesma forma que a gente usou aqui em cima,
5348300	5349820	aqui a gente pode somar todos,
5349820	5351340	porque a gente não tinha nenhuma condição,
5351340	5353580	aqui a gente teve que abrir um golpe,
5355100	5356380	dentro da jibas,
5356380	5356620	né,
5356620	5357820	cidadão 3,
5357820	5359180	e verificar,
5359180	5360620	se essa díblencida é menor do que Z,
5361740	5363020	se fosse menor do que Z,
5363020	5365020	aí sim, a gente somar no total como a
5366220	5367260	e,
5367260	5368300	agora,
5368300	5371500	a gente tem a nossa
5371500	5372460	díblencida negativa.
5374540	5375420	E,
5375420	5376380	é isso,
5376380	5377820	acho que já são muito na noite,
5377820	5379100	estamos quase acabando,
5379100	5380140	não são bem hoje,
5380140	5380940	pessoal.
5382460	5383340	Também,
5383340	5385340	desculpa em seu foi muito rápido,
5386780	5387660	legal também depois,
5387660	5389100	vai a aula com cámol,
5389100	5390700	tem também de ver uma dúvida no privado,
5390700	5391980	vai ver da sala depois,
5391980	5393660	que tiver uma dúvida em algum momento,
5393660	5394620	da gravação em uma,
5394620	5395020	da lá,
5396220	5398380	também de novo reforçar colone,
5398380	5399900	aproveitem muitos colones,
5399900	5400860	tem todos os dias,
5400860	5401500	os horários estão
5401500	5403340	um tanto disponíveis lá para vocês,
5403740	5404460	e é isso,
5404460	5405580	quem quiser também,
5405580	5407100	já tiver o próprio feedback pro
5407100	5409740	ajá de não se esqueçam de marcar comigo,
5409980	5410460	e,
5410460	5410940	por hoje,
5410940	5412220	é só, pessoal,
5412220	5413340	valeu, obrigado,
5413340	5413660	bana,
5415260	5416300	deixou ver aqui,
5417420	5417980	e,
5417980	5418780	é isso.
5425180	5426220	Valeu, pessoal,
5426220	5426780	bana,
5426780	5427660	tchau, tchau,
5427660	5428220	tchau,
5429900	5442460	tchau
5443660	5452940	tchau
